,code,date,EP,BP,SP,NCFP,OCFP,G/PE,roe_ttm,roe_q,roa_ttm,roa_q,grossprofitmargin_ttm,grossprofitmargin_q,profitmargin_q,assetturnover_ttm,assetturnover_q,operationcashflowratio_ttm,operationcashflowratio_q,cashratio,currentratio,ln_capital
0,000001.XSHE,2018-10-17,0.13534913308880256,1.1737089201877935,0.6142883469500584,0.5446623093681917,,,,3.0,,0.2,,,0.23176449339392954,,0.008675835570609036,,-5.01505100206039,,,7.480825012485796
0,000001.XSHE,2018-10-18,0.13856940941717708,1.201634222542658,0.6288912647003333,0.5576000892160142,,,,3.0,,0.2,,,0.23176449339392954,,0.008675835570609036,,-5.01505100206039,,,7.457317556455845
0,000001.XSHE,2018-10-19,0.12994100678292056,1.1268875366238449,0.5897617362585515,0.5228758169934641,,,,3.0,,0.2,,,0.23176449339392954,,0.008675835570609036,,-5.01505100206039,,,7.521608300802541
0,000001.XSHE,2018-10-22,0.12539499423183026,1.087429317094389,0.5691195720220819,0.5045917852457362,,,,3.0,,0.2,,,0.23176449339392954,,0.008675835570609036,,-5.01505100206039,,,7.55721224101387
0,000001.XSHE,2018-10-23,0.12898232942086935,1.1185682326621924,0.5854115443156539,0.5190221622463279,,,,3.0,,0.2,,,0.23176449339392954,,0.008675835570609036,,-5.01505100206039,,,7.529015726301935
